True Neutrino Energy Bin Index,Reco Neutrino Energy Bin Index,Relative Number of Events
43,29,7.485752121078745
43,30,8.63970448615675
43,31,10.647414485144042
43,32,5.964636753172897
43,33,9.271208721870796
43,34,3.3873854509303643
43,35,6.540492079932016
43,36,4.292020222410436
43,37,5.865895105033435
43,38,5.136340276548939
43,39,4.627576463925781
43,40,1.6691899678962843
43,41,2.4401640524798105
43,42,0.815854304031824
43,43,1.1633083699398128
43,44,1.353348552782253
43,45,0.815854304031824
43,46,0.87887219270424
43,47,0.8350801658441849
43,48,2.1007368351173157
43,49,0.27836005528139496
43,50,0.3413779439538109
43,51,0.015967083181860745
43,52,0.0
43,53,0.0
43,54,0.27836005528139496
43,55,0.0
43,56,0.0
43,57,0.0
43,58,0.3059019987747019
43,59,0.0
44,0,0.0
44,1,0.208290695697791
44,2,0.0
44,3,0.9807392340353824
44,4,3.0281619479790565
44,5,1.739982809253324
44,6,3.2556439854764347
44,7,3.5058367495911065
44,8,3.346184210856801
44,9,3.9152541660580993
44,10,6.8017959413687175
44,11,5.4546848742945615
44,12,10.574090936798282
44,13,8.197116910481808
44,14,13.81398400886765
44,15,8.747653247353579
44,16,10.850827258156508
44,17,9.996298279539989
44,18,10.23867115813376
44,19,10.070165893934945
44,20,12.123540672729145
44,21,6.752806587873102
44,22,11.3134086275725
44,23,10.95406742668841
44,24,10.425240319349207
44,25,10.599469324439141
44,26,7.930077182165885
44,27,11.337168822885728
44,28,6.20247275741644
44,29,6.2364350839174705
44,30,7.6349706858248805
44,31,6.298180300102706
44,32,6.752528614265104
44,33,6.171430136946281
44,34,5.293679640054509
44,35,3.2900928999079024
44,36,3.1134422917307973
44,37,2.929003338248655
44,38,3.2360765823449746
44,39,2.2221388493374583
44,40,1.139707517294709
44,41,1.498610191939446
44,42,0.752836415359408
44,43,1.666370168527707
44,44,2.42532150891547
44,45,0.0
44,46,0.0
44,47,0.6705926648746312
44,48,0.0
44,49,0.0
44,50,0.19631373200041047
44,51,0.0
44,52,0.0
44,53,7.80997862482729e-16
44,54,0.36326968004977067
44,55,0.19611630479661815
44,56,0.0
44,57,0.0
44,58,0.0
44,59,0.0
45,0,0.0
45,1,0.0
45,2,0.0
45,3,0.3413779439538109
45,4,0.19611630479661815
45,5,0.6491159431067479
45,6,2.3957310854020712
45,7,4.149800849843318
45,8,2.125197676088543
45,9,4.8886853835128266
45,10,5.793681556207147
45,11,4.830460509058266
45,12,7.3859196506663105
45,13,9.389946193396163
45,14,8.848851876794422
45,15,5.707543536950781
45,16,10.335493780461999
45,17,9.002888193383626
45,18,9.841732864746572
45,19,8.5939793086427
45,20,7.7827961134711945
45,21,9.517210243665538
45,22,12.230991847348077
45,23,9.562874424406704
45,24,7.16852045408706
45,25,10.377752975209884
45,26,8.76135935197231
45,27,6.884245041143495
45,28,8.971433842895994
45,29,6.222920184009353
45,30,7.111300299843469
45,31,4.679437015309473
45,32,3.9084927991077736
45,33,4.180435277748499
45,34,5.1529739721217585
45,35,2.9996611224575815
45,36,2.985057160845901
45,37,1.353348552782253
45,38,0.9611159431890168
45,39,1.757243881251642
45,40,1.1134402211255798
45,41,1.353348552782253
45,42,0.815854304031824
45,43,1.9528075812263048
45,44,0.27836005528139496
45,45,0.815854304031824
45,46,0.9265794291437486
45,47,0.6827558879076218
45,48,0.815854304031824
45,49,0.19611630479661815
45,50,0.0
45,51,0.6827558879076218
45,52,0.0
45,53,0.3413779439538109
45,54,0.0
45,55,0.0
45,56,0.27836005528139496
45,57,0.0
45,58,0.3413779439538109
45,59,0.27836005528139496
46,0,0.0
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.5568432972947085
46,5,0.9074738721443636
46,6,1.8468170575060785
46,7,2.177390214552161
46,8,4.419325191404291
46,9,3.7761614256675182
46,10,3.7106982037080467
46,11,5.263752372498993
46,12,4.864535065629364
46,13,4.090237679975527
46,14,8.00408744749905
46,15,5.922717888942845
46,16,6.295078590906835
46,17,11.317787026907919
46,18,7.836486098867761
46,19,7.031641844665683
46,20,9.385108994581861
46,21,12.80638758522449
46,22,7.2168845230942305
46,23,7.725481289521172
46,24,10.54588615901287
46,25,10.69863714105945
46,26,6.922448026307239
46,27,5.968804104306272
46,28,9.245723910321237
46,29,7.1156516424237015
46,30,5.275452739396574
46,31,9.478670108704652
46,32,4.963592222331376
46,33,5.752033248541666
46,34,5.4032403129799755
46,35,5.943728293748453
46,36,4.059096671932878
46,37,3.9769701543776903
46,38,1.012235603488155
46,39,1.7769702472208408
46,40,1.556708864915582
46,41,4.981971028144743
46,42,0.9611159431890168
46,43,0.6197705368812663
46,44,2.4738836349119318
46,45,1.9222318863780337
46,46,0.27836005528139496
46,47,0.9611159431890168
46,48,1.3774952552675277
46,49,0.0
46,50,0.0
46,51,2.630304253756482
46,52,0.0
46,53,0.723473000734677
46,54,0.0
46,55,0.0
46,56,0.0
46,57,0.0
46,58,0.0
46,59,0.0
47,0,0.0
47,1,0.0
47,2,0.0
47,3,0.0
47,4,0.0
47,5,1.4611960998827485
47,6,0.6095699951604688
47,7,1.552186631182035
47,8,1.0056199227049154
47,9,4.949088501403845
47,10,4.819395854694915
47,11,4.960493111529672
47,12,6.657041122181361
47,13,5.516748247769471
47,14,4.981637999663162
47,15,5.14275789850642
47,16,3.527617912305282
47,17,7.233793869252275
47,18,9.633227971861556
47,19,8.83573428273602
47,20,6.775016186111832
47,21,5.373670559599188
47,22,9.226752992620495
47,23,5.602453628307684
47,24,11.258540452899046
47,25,5.23564502484494
47,26,4.931631565161339
47,27,2.2393536575320656
47,28,7.147535153440164
47,29,5.940680793344246
47,30,4.294459829684038
47,31,5.056449707765942
47,32,5.242425484955083
47,33,1.8156616898272757
47,34,3.562249428744339
47,35,2.5896676209590694
47,36,2.4249325847214025
47,37,4.149585043789646
47,38,1.9923599426243153
47,39,1.3425628297894474
47,40,0.27836005528139496
47,41,1.0119706088284421
47,42,1.847050774672627
47,43,0.3413779439538109
47,44,0.0
47,45,0.00046404121698149977
47,46,0.6827558879076218
47,47,0.0
47,48,0.0
47,49,0.3413779439538109
47,50,0.6086311540893516
47,51,0.27836005528139496
47,52,0.5374942487504291
47,53,0.0
47,54,0.0
47,55,0.0
47,56,0.012768357726954982
47,57,0.0
47,58,0.0
47,59,0.19611630479661815
48,0,0.0
48,1,0.0
48,2,0.0
48,3,0.0
48,4,0.0
48,5,0.341384340627629
48,6,0.6615731474566562
48,7,1.95508842424346
48,8,4.862910315395582
48,9,2.0494052129039857
48,10,3.3617712818928953
48,11,3.2375915006399114
48,12,5.0825581212542055
48,13,4.666296940399645
48,14,5.4123295547803725
48,15,6.687090934663706
48,16,5.477011615349643
48,17,4.024750164454518
48,18,7.106234974106586
48,19,4.89704915290907
48,20,9.314413219956638
48,21,8.199098087568943
48,22,6.011958986875762
48,23,10.02620122642211
48,24,4.948614772371822
48,25,8.02938289449621
48,26,7.574767340239176
48,27,7.08543641193318
48,28,5.803692547700654
48,29,3.7466032057678644
48,30,5.218905436600739
48,31,4.4819835148229705
48,32,7.792418415602384
48,33,4.147717272569819
48,34,2.9291019109528547
48,35,3.296755855866982
48,36,1.4990411516291764
48,37,1.7648423722670568
48,38,2.188428718626438
48,39,1.5494648575788712
48,40,0.9611159431890168
48,41,1.0322398282143583
48,42,1.2723731309058504
48,43,1.7139523585484249
48,44,0.19611630479661815
48,45,0.4744763600780131
48,46,1.094214359313219
48,47,1.1764581097979958
48,48,0.6197379992352059
48,49,0.0
48,50,0.19611630479661815
48,51,0.5567201105627899
48,52,0.0
48,53,0.0
48,54,0.27836005528139496
48,55,0.0
48,56,0.0
48,57,0.0
48,58,0.0
48,59,0.0
49,0,0.0
49,1,0.0
49,2,0.0
49,3,0.0
49,4,0.7616364953385663
49,5,0.22439100930262054
49,6,0.39512043965006965
49,7,3.4300762479486533
49,8,1.0313592038466215
49,9,2.850372413192118
49,10,1.7857677634058053
49,11,4.578621560357518
49,12,4.919399821773814
49,13,3.62500937027561
49,14,5.5342028413627995
49,15,3.7771675027007197
49,16,8.319470726380674
49,17,4.782190040130374
49,18,6.314347540172138
49,19,4.4227754816326375
49,20,5.5911108640844915
49,21,6.097720314061363
49,22,10.399741383981306
49,23,6.808519590145835
49,24,6.1838066471831095
49,25,4.893779660663396
49,26,7.023173815282787
49,27,5.855377711170294
49,28,9.474815295549245
49,29,7.654380033920208
49,30,4.253852609042081
49,31,3.5677015304803934
49,32,4.737146157430262
49,33,5.359127938860367
49,34,4.050590170271127
49,35,4.780380925325553
49,36,4.484287023780723
49,37,1.8849671175021776
49,38,1.943757233249207
49,39,2.953428357018836
49,40,2.9754643162592367
49,41,0.6898589237565859
49,42,1.5154380252439916
49,43,0.668080488179146
49,44,1.0749884975008581
49,45,0.5374942487504291
49,46,1.6475800193477465e-13
49,47,1.4956145312242912
49,48,1.353348552782253
49,49,0.7976676753268267
49,50,0.3413779439538109
49,51,0.6197379992352059
49,52,0.27836005528139496
49,53,0.6197379992352059
49,54,0.0
49,55,0.0
49,56,0.0
49,57,0.3413779439538109
49,58,0.0
49,59,0.0
50,0,0.0
50,1,0.0
50,2,0.0
50,3,0.0
50,4,0.0
50,5,0.7006423895607056
50,6,1.5209817159276573
50,7,1.148162278581202
50,8,2.0738621466033416
50,9,0.8296256696012397
50,10,2.688777744895759
50,11,3.789727039235947
50,12,5.8184551643591504
50,13,9.176040882339848
50,14,3.5768532302474787
50,15,3.635605916643525
50,16,4.249377087025645
50,17,5.010981319611132
50,18,5.9794443624161575
50,19,7.615438594318831
50,20,6.497155647718607
50,21,7.634079984949398
50,22,4.433905522578584
50,23,5.199114518079795
50,24,2.421350544412425
50,25,5.892230897320484
50,26,7.019149392444349
50,27,5.729820598862442
50,28,4.717688282007702
50,29,4.305215692116663
50,30,4.46417358586998
50,31,4.953200688667398
50,32,6.881086271760717
50,33,5.700532386939571
50,34,4.3376893217929196
50,35,1.0629499805651863
50,36,3.074363550110048
50,37,1.4672211070940944
50,38,3.9539081115972077
50,39,0.4827592943239517
50,40,1.8278249128602662
50,41,0.752836415359408
50,42,1.0119706088284421
50,43,1.5812903179953435
50,44,0.8350801658441849
50,45,0.3413779439538109
50,46,0.7251823712473814
50,47,1.220250136658051
50,48,0.87887219270424
50,49,0.6567230976770105
50,50,4.250663328005982
50,51,0.7831740022177884
50,52,0.0
50,53,0.0
50,54,0.0
50,55,0.0
50,56,0.0
50,57,0.0
50,58,0.27836005528139496
50,59,0.2761663866137754
51,0,0.0
51,1,0.0
51,2,0.0
51,3,0.0
51,4,0.9564136178659356
51,5,0.419371871773759
51,6,1.269135044219626
51,7,1.5269252650759326
51,8,2.008197333169203
51,9,3.042186384097463
51,10,4.775841602661311
51,11,4.610101719064105
51,12,3.365096576886474
51,13,3.3793885799399055
51,14,3.5003768684676637
51,15,2.327392093778316
51,16,2.8782864074957453
51,17,3.5938367274993612
51,18,10.547893335077362
51,19,2.7716660578526264
51,20,4.679290326458754
51,21,5.71190164037007
51,22,4.577575810267335
51,23,6.283344438357937
51,24,2.2770128122943136
51,25,3.409331935706308
51,26,4.048948321383481
51,27,6.660423765099697
51,28,2.3808189135901148
51,29,4.721487960626111
51,30,5.489955674858417
51,31,3.3403604968389793
51,32,4.991130409970107
51,33,5.048262650442807
51,34,1.084991490405968
51,35,3.264167680854848
51,36,3.244950121740195
51,37,2.561435466407313
51,38,1.9145489587829514
51,39,2.825075315509959
51,40,1.568690719391232
51,41,1.5178360537518067
51,42,0.7856005889564541
51,43,0.6922011733063254
51,44,1.7471478155982088
51,45,1.1689674860502006
51,46,1.0119706088284421
51,47,0.27836005528139496
51,48,0.19611630479661815
51,49,0.0
51,50,0.752836415359408
51,51,0.19611630479661815
51,52,0.5374942487504291
51,53,0.3413779439538109
51,54,0.0
51,55,0.5374942487504291
51,56,0.0
51,57,0.6197379992352059
51,58,0.0
51,59,0.0
52,0,0.0
52,1,0.0
52,2,0.0
52,3,0.0
52,4,0.3248614973214903
52,5,3.2586721778709
52,6,0.44493060440923976
52,7,1.6708507023288428
52,8,1.0371657296598547
52,9,4.601645567170529
52,10,3.7647443880979146
52,11,3.3486118284452
52,12,3.7023835517304646
52,13,4.2036000660486685
52,14,4.287810560138452
52,15,4.3582536519016175
52,16,7.30040769656599
52,17,5.634936421548987
52,18,3.0613679423990656
52,19,2.0544259390397754
52,20,3.935308186983886
52,21,7.3706162814770035
52,22,6.821122964461862
52,23,5.387212627649771
52,24,6.89095722419618
52,25,4.414927438151677
52,26,4.353364318596959
52,27,6.04893704817883
52,28,4.526521585823981
52,29,5.517156910474752
52,30,3.8755375528996083
52,31,5.642506020173878
52,32,2.853318880985417
52,33,3.6962966514264015
52,34,3.2900999124657186
52,35,2.959364588189142
52,36,2.1171188092606714
52,37,3.1102070323478173
52,38,6.937390175391005
52,39,1.6429369991057503
52,40,1.854328846805289
52,41,1.8856634146719837
52,42,1.43559230326703
52,43,1.577559902589872
52,44,0.6827558879076218
52,45,0.4744763600780131
52,46,0.5054689301442516
52,47,3.639114774014426
52,48,1.1751440563762736
52,49,0.4744763600780131
52,50,0.6197379992352059
52,51,0.32517580768664567
52,52,0.0
52,53,0.6331829094232451
52,54,0.19611630479661815
52,55,0.0
52,56,0.0
52,57,0.0
52,58,0.0
52,59,0.0
53,0,0.0
53,1,0.0
53,2,0.0
53,3,0.0
53,4,1.120547611041928
53,5,0.8414633455349424
53,6,1.3755954092981253
53,7,1.0616849121735366
53,8,1.9693133810948293
53,9,5.288028397228465
53,10,1.4114327404668212
53,11,0.705784036481229
53,12,2.727425813853153
53,13,4.674767881612796
53,14,1.6292591787304656
53,15,3.272978062972905
53,16,4.089704486398661
53,17,5.095539718741223
53,18,3.421772917062871
53,19,3.7252102545381485
53,20,5.836281398047037
53,21,5.231387301861031
53,22,3.6855436104080663
53,23,4.531848980823825
53,24,4.968881693993064
53,25,3.559135397726273
53,26,5.11350291727204
53,27,5.496007473844342
53,28,3.7116830157611096
53,29,3.6143886861433088
53,30,3.712204471602858
53,31,3.2918228040625253
53,32,3.130419735239548
53,33,3.872975401522992
53,34,4.098391301029285
53,35,3.650161415886156
53,36,1.5325858376414911
53,37,2.008147252952318
53,38,2.7410359583905466
53,39,0.87887219270424
53,40,2.4230351453842127
53,41,1.7904203231417708
53,42,1.5616280806118619
53,43,1.353348552782253
53,44,1.7769702472208408
53,45,1.353348552782253
53,46,1.8326347414719737
53,47,0.5567201105627899
53,48,0.6197379992352059
53,49,1.372574414594614
53,50,0.27836005528139496
53,51,0.4744763600780131
53,52,0.0
53,53,0.3413779439541631
53,54,0.27836005528139496
53,55,0.3413779439538109
53,56,0.27836005528139496
53,57,0.19611630479661815
53,58,0.0
53,59,0.0
54,0,0.0
54,1,0.0
54,2,0.0
54,3,0.0
54,4,0.20897831547412074
54,5,1.0615043566465814
54,6,0.9593479366046263
54,7,0.6894355759052351
54,8,1.6700856484394069
54,9,2.0968449680238184
54,10,1.8765109043047576
54,11,4.48275906701706
54,12,3.972402029260753
54,13,3.142489737172392
54,14,4.8353209482890955
54,15,3.562059713458877
54,16,3.0665861835022734
54,17,3.2349642931609854
54,18,3.97766070161075
54,19,5.4597697410879995
54,20,3.6332676271667004
54,21,5.092011662998135
54,22,4.601106947514853
54,23,3.5369459764078157
54,24,6.066168636268647
54,25,5.302186224237005
54,26,6.009119109501355
54,27,6.792723132738592
54,28,4.2768872248224215
54,29,4.897545491752428
54,30,3.9923951976624767
54,31,7.248800077172181
54,32,2.97939868131789
54,33,3.5300776007753316
54,34,2.929120137511255
54,35,2.4870885850477427
54,36,2.9565266001446253
54,37,1.5494648575788712
54,38,2.4530662411282824
54,39,2.1010276969559634
54,40,1.5993337985001623
54,41,1.5686909163288727
54,42,1.0119706088284421
54,43,2.561229714814703
54,44,0.6705926648746312
54,45,0.8452162202227997
54,46,1.8143645349772057
54,47,0.6197379992352059
54,48,0.815854304031824
54,49,1.6438718310966387
54,50,0.5374942487504291
54,51,0.3413779439538109
54,52,0.87887219270424
54,53,0.0
54,54,0.3413779439538109
54,55,0.0
54,56,0.0
54,57,0.2250253252203201
54,58,0.0
54,59,0.0
55,0,0.0
55,1,0.0
55,2,0.0
55,3,0.0
55,4,0.9977283936500378
55,5,0.0
55,6,0.8176794865418162
55,7,1.7779699913053468
55,8,1.8337798543716972
55,9,1.7744837615141713
55,10,2.51251204118752
55,11,4.282955304687538
55,12,3.388575361429857
55,13,2.248890252387314
55,14,2.826781175635607
55,15,5.966795591611749
55,16,3.484238058022268
55,17,7.713986282159889
55,18,1.516747948497469
55,19,2.8285315277494085
55,20,6.508541888659769
55,21,4.716981241404168
55,22,4.179667455501593
55,23,7.863616804315088
55,24,3.789123163988468
55,25,3.4201009476046416
55,26,3.4858357057366907
55,27,5.671248313364843
55,28,4.3467633632227365
55,29,2.8913390921686313
55,30,2.8098459592707092
55,31,4.8430790113517705
55,32,4.0607968129332805
55,33,6.513553442845828
55,34,3.2129356970108476
55,35,3.7235067026880877
55,36,4.674916163991288
55,37,1.031196470640803
55,38,2.304485271606098
55,39,1.2156939078264513
55,40,0.4744763600780131
55,41,2.913518294325065
55,42,1.973086552017459
55,43,0.752836415359408
55,44,2.716910225422863
55,45,2.5673801349021192
55,46,1.7139523585484249
55,47,1.3609412096781417
55,48,0.815854304031824
55,49,0.19611630479661815
55,50,0.0
55,51,0.0
55,52,0.6705926648746312
55,53,0.6197379992352059
55,54,0.6827558879076218
55,55,0.0
55,56,0.0
55,57,0.19611630479661815
55,58,0.0
55,59,0.27836005528139496
56,0,0.0
56,1,0.0
56,2,0.0
56,3,0.0
56,4,0.0
56,5,0.5567201105627899
56,6,0.0
56,7,0.7223382272797854
56,8,1.336873656920379
56,9,0.9071420967336457
56,10,1.133607320459769
56,11,3.032342665853656
56,12,7.630098091951693
56,13,3.0276028653170157
56,14,2.116679454639548
56,15,3.3838397656367336
56,16,2.6857826289423308
56,17,4.08840515648512
56,18,1.7913887911826394
56,19,4.159620050323691
56,20,5.486971324758287
56,21,5.952490839023757
56,22,3.5914652036257633
56,23,4.340450414461485
56,24,5.040152716689923
56,25,4.56216391769546
56,26,5.241957443977964
56,27,2.9880851400936175
56,28,4.16021271093259
56,29,4.828516332313
56,30,4.2292139131394055
56,31,2.1546345360936594
56,32,2.947590125207997
56,33,5.243936419689
56,34,4.091826876158056
56,35,2.6693369680621917
56,36,3.493331691912453
56,37,1.781678745849839
56,38,1.1854802718995825
56,39,2.169202856814077
56,40,2.415934108268407
56,41,1.9325993513490851
56,42,1.973086552017459
56,43,1.1452700538006524
56,44,1.973086552017459
56,45,0.3413779439538109
56,46,0.5022920641828627
56,47,0.3413779439538109
56,48,0.815854304031824
56,49,0.87887219270424
56,50,0.7884503481037959
56,51,0.0
56,52,0.752836415359408
56,53,0.27836005528139496
56,54,0.4744763600780131
56,55,0.0
56,56,0.0
56,57,0.27836005528139496
56,58,0.6570550548144332
56,59,0.0
57,0,0.0
57,1,0.0
57,2,0.4121274237362763
57,3,0.0
57,4,0.0
57,5,0.0
57,6,0.8078429525295969
57,7,1.7473141079517744
57,8,1.556074240718051
57,9,3.8073590470254937
57,10,1.8601581320557279
57,11,7.918026581732924
57,12,7.416848361454758
57,13,4.25712519381838
57,14,2.8150816635688396
57,15,3.0492578021179053
57,16,4.138356631185357
57,17,4.3227426156924915
57,18,3.298771180767176
57,19,2.5617522178333436
57,20,4.4719365735951255
57,21,3.760957125443868
57,22,4.060973715900757
57,23,3.3684401177453878
57,24,5.6634666328274115
57,25,5.151221276123591
57,26,3.9685199834661966
57,27,6.362486669145006
57,28,4.674106321017681
57,29,4.4456431606525655
57,30,3.596763304218749
57,31,4.518499350755776
57,32,4.583690374068623
57,33,2.4293698900365106
57,34,2.8276322986557174
57,35,3.4487440944171848
57,36,2.1105608281136408
57,37,2.054576067398166
57,38,2.002523945779069
57,39,2.692378333667525
57,40,1.309556525922198
57,41,1.454464550554921
57,42,1.309556525922198
57,43,0.9748598209309036
57,44,1.6662077652345588
57,45,0.6705926648746312
57,46,0.0
57,47,1.220250136658051
57,48,2.3425033162809834
57,49,0.6197379992352059
57,50,0.5374942487504291
57,51,0.3413779439538109
57,52,0.6827558879076218
57,53,0.0
57,54,0.7336105535470472
57,55,0.0
57,56,0.27836005528139496
57,57,0.0
57,58,0.0
57,59,0.0
58,0,0.0
58,1,0.0
58,2,0.27836005528139496
58,3,0.3088323323606543
58,4,0.0
58,5,0.2191687274055228
58,6,0.35082614568096776
58,7,1.5904480346392353
58,8,0.8153236907588808
58,9,1.9580222748465241
58,10,2.710858603740779
58,11,2.2950058019228448
58,12,2.7004458656425205
58,13,1.4312051866086022
58,14,2.7032882639247267
58,15,2.0260779804650615
58,16,3.0782951292385894
58,17,1.3259387501200561
58,18,3.0907769908622
58,19,4.038226575617388
58,20,2.2367702401351455
58,21,4.933755705190862
58,22,6.336287819744253
58,23,4.623347958782194
58,24,3.4751102962475726
58,25,7.960497621674264
58,26,5.558638445737636
58,27,4.005453131972259
58,28,2.613844681877251
58,29,1.6898069383676826
58,30,3.145308483585716
58,31,4.216425728426343
58,32,2.722438871860593
58,33,2.1907645443704284
58,34,2.235318246288114
58,35,1.7648070241878502
58,36,5.152504492716364
58,37,1.7139523585484249
58,38,1.4864469689064552
58,39,4.19618395502674
58,40,3.5253182872007356
58,41,2.355244565744635
58,42,2.239262247130182
58,43,0.3413779439538109
58,44,1.7769702472208408
58,45,0.5628978293353677
58,46,1.0119706088284421
58,47,0.7336105535470472
58,48,1.416366441454669
58,49,0.9611159431890168
58,50,0.3413779439538109
58,51,0.27836005528139496
58,52,0.0
58,53,0.19611630479661815
58,54,0.3413779439538109
58,55,0.27836005528139496
58,56,0.27836005528139496
58,57,0.4744763600780131
58,58,0.0
58,59,0.5374942487504291
59,0,0.0
59,1,0.0
59,2,0.0
59,3,0.31628698313693043
59,4,0.0
59,5,0.0
59,6,0.6088798818554747
59,7,0.6555624909942596
59,8,1.90497296865517
59,9,0.6909079215469045
59,10,1.556908378269417
59,11,0.46917261484212736
59,12,2.40776325237179
59,13,2.0210288047182496
59,14,2.6900076708914487
59,15,2.058218936998421
59,16,3.8007414160531363
59,17,3.902699471637148
59,18,2.2236220345561395
59,19,5.610251533491023
59,20,3.2946524039284677
59,21,3.4826012257702414
59,22,1.5986521071805884
59,23,4.611369983217735
59,24,1.8860412873942922
59,25,1.9733168587721082
59,26,4.441199636929691
59,27,3.26551949186092
59,28,2.943675637064532
59,29,3.129910053693845
59,30,6.722054962767786
59,31,4.043928933655104
59,32,3.758297872323691
59,33,4.074142203132042
59,34,4.8229446921479715
59,35,0.9611159431890168
59,36,3.240145430418874
59,37,1.7139523585484249
59,38,3.314817594890378
59,39,5.556175733425691
59,40,1.4234290802340392
59,41,2.406376925523799
59,42,1.7394097437158522
59,43,2.2768829132338433
59,44,1.157232247985635
59,45,2.0814119578736694
59,46,1.027331556282635
59,47,0.7337354088764114
59,48,0.5583167940197942
59,49,0.5826847248016039
59,50,0.6827558879076218
59,51,1.4548181650793908
59,52,0.5567201105627899
59,53,0.27836005528139496
59,54,0.2153160039919411
59,55,0.3922326095932363
59,56,0.0
59,57,0.6827558879076218
59,58,0.0
59,59,0.0
